id,Date,Grain,Destination,Port,FGIS_Reg,MT,Pounds
431002,1/23/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,490,1080000
431003,1/23/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,490,1080000
431004,1/23/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,245,540000
431005,1/23/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,490,1080000
431006,1/23/20,SOYBEANS,MALAYSIA,INTERIOR,INTERIOR,367,810000
431007,1/23/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,490,1080000
431008,1/23/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,465,1026000
431009,1/23/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,465,1026000
431010,1/23/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,343,756000
431011,1/23/20,WHEAT,BURMA,PUGET SOUND,WEST COAST,196,432000
431012,1/23/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,343,756000
431013,1/23/20,BARLEY,JAPAN,PUGET SOUND,WEST COAST,122,270000
431014,1/23/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,465,1026000
431015,1/23/20,BARLEY,JAPAN,PUGET SOUND,WEST COAST,294,648000
431016,1/23/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,441,972000
431017,1/23/20,SOYBEANS,THAILAND,INTERIOR,INTERIOR,98,216000
431018,1/23/20,WHEAT,JAPAN,PUGET SOUND,WEST COAST,22469,49535230
431019,1/23/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,245,540000
431020,1/23/20,SOYBEANS,THAILAND,INTERIOR,INTERIOR,392,864000
431021,1/23/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,98,216000
431022,1/23/20,SOYBEANS,THAILAND,INTERIOR,INTERIOR,171,378000
431023,1/23/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,490,1080000
431024,1/23/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,465,1026000
431025,1/23/20,SOYBEANS,MALAYSIA,INTERIOR,INTERIOR,49,108000
431026,1/23/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,416,918000
431027,1/23/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,465,1026000
431028,1/23/20,SORGHUM,JAPAN,CALIFORNIA,WEST COAST,24,54000
431029,1/23/20,CORN,PHILIPPINES,CALIFORNIA,WEST COAST,245,540000
431030,1/23/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,490,1080000
431031,1/23/20,SOYBEANS,VIETNAM,INTERIOR,INTERIOR,465,1026000
431032,1/23/20,SOYBEANS,VIETNAM,INTERIOR,INTERIOR,465,1026000
431033,1/23/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,269,594000
431034,1/23/20,SOYBEANS,JAPAN,INTERIOR,INTERIOR,196,432000
431035,1/23/20,SOYBEANS,PHILIPPINES,INTERIOR,INTERIOR,147,324000
431036,1/23/20,SOYBEANS,JAPAN,INTERIOR,INTERIOR,122,270000
431037,1/23/20,SOYBEANS,JAPAN,INTERIOR,INTERIOR,245,540000
431038,1/23/20,CORN,MEXICO,INTERIOR,INTERIOR,1597,3520000
431039,1/23/20,CORN,MEXICO,INTERIOR,INTERIOR,7883,17380000
431040,1/23/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,490,1080000
431041,1/23/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,294,648000
431042,1/23/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,490,1080000
431043,1/23/20,SOYBEANS,THAILAND,INTERIOR,INTERIOR,490,1080000
431044,1/23/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,245,540000
431045,1/23/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,465,1026000
431046,1/23/20,SOYBEANS,THAILAND,INTERIOR,INTERIOR,490,1080000
431047,1/23/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,490,1080000
431048,1/23/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,490,1080000
431049,1/23/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,490,1080000
431050,1/23/20,SOYBEANS,MALAYSIA,INTERIOR,INTERIOR,490,1080000
431051,1/23/20,SOYBEANS,MALAYSIA,INTERIOR,INTERIOR,490,1080000
431052,1/23/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,490,1080000
431053,1/23/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,465,1026000
431054,1/23/20,SOYBEANS,MALAYSIA,INTERIOR,INTERIOR,490,1080000
431055,1/23/20,SOYBEANS,THAILAND,INTERIOR,INTERIOR,294,648000
431056,1/23/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,147,324000
431057,1/23/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,490,1080000
431058,1/23/20,SOYBEANS,THAILAND,INTERIOR,INTERIOR,343,756000
431059,1/23/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,343,756000
431060,1/23/20,SOYBEANS,MEXICO,INTERIOR,INTERIOR,9779,21560000
431061,1/23/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,490,1080000
431062,1/23/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,24,54000
431063,1/23/20,SOYBEANS,THAILAND,INTERIOR,INTERIOR,490,1080000
431064,1/23/20,SOYBEANS,THAILAND,INTERIOR,INTERIOR,490,1080000
431065,1/23/20,SOYBEANS,THAILAND,INTERIOR,INTERIOR,490,1080000
431066,1/23/20,SOYBEANS,THAILAND,INTERIOR,INTERIOR,490,1080000
431067,1/23/20,SOYBEANS,THAILAND,INTERIOR,INTERIOR,490,1080000
431068,1/23/20,SOYBEANS,THAILAND,INTERIOR,INTERIOR,490,1080000
431069,1/23/20,SOYBEANS,THAILAND,INTERIOR,INTERIOR,490,1080000
431070,1/23/20,SOYBEANS,THAILAND,INTERIOR,INTERIOR,122,270000
431071,1/9/20,SOYBEANS,CHINA T,S. ATLANTIC,EAST COAST,318,702000
431072,1/9/20,SOYBEANS,CHINA T,S. ATLANTIC,EAST COAST,490,1080000
431073,1/9/20,SOYBEANS,CHINA T,S. ATLANTIC,EAST COAST,465,1026000
431074,1/9/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,490,1080000
431075,1/9/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,416,918000
431076,1/16/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,98,216000
431077,1/16/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,49,108000
431078,1/16/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,490,1080000
431079,1/16/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,490,1080000
431080,1/16/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,490,1080000
431081,1/16/20,SOYBEANS,MALAYSIA,S. ATLANTIC,EAST COAST,490,1080000
431082,1/23/20,CORN,CHINA T,INTERIOR,INTERIOR,490,1080000
431083,1/23/20,CORN,CHINA T,INTERIOR,INTERIOR,490,1080000
431084,1/23/20,SOYBEANS,CHINA T,S. ATLANTIC,EAST COAST,367,810000
431085,1/23/20,SOYBEANS,CHINA T,S. ATLANTIC,EAST COAST,367,810000
431086,1/23/20,SOYBEANS,THAILAND,S. ATLANTIC,EAST COAST,392,864000
431087,1/23/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,98,216000
431088,1/23/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,49,108000
431089,1/23/20,SOYBEANS,PHILIPPINES,S. ATLANTIC,EAST COAST,490,1080000
431090,1/23/20,SOYBEANS,PHILIPPINES,S. ATLANTIC,EAST COAST,465,1026000
431091,1/23/20,SOYBEANS,THAILAND,N. ATLANTIC,EAST COAST,490,1080000
431092,1/23/20,SOYBEANS,THAILAND,N. ATLANTIC,EAST COAST,245,540000
431093,1/23/20,SOYBEANS,MALAYSIA,S. ATLANTIC,EAST COAST,269,594000
431094,1/23/20,SOYBEANS,MALAYSIA,S. ATLANTIC,EAST COAST,269,594000
431095,1/23/20,SOYBEANS,THAILAND,INTERIOR,INTERIOR,465,1026000
431096,1/23/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,343,756000
431097,1/23/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,318,702000
431098,1/23/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,147,324000
431099,1/23/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,122,270000
431100,1/23/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,49,108000
431101,1/23/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,220,486000
431102,1/23/20,SOYBEANS,JAPAN,INTERIOR,INTERIOR,245,540000
431103,1/23/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,24,54000
431104,1/23/20,SOYBEANS,VIETNAM,INTERIOR,INTERIOR,343,756000
431105,1/23/20,SOYBEANS,THAILAND,S. ATLANTIC,EAST COAST,367,810000
431106,1/23/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,490,1080000
431107,1/23/20,SOYBEANS,CHINA T,S. ATLANTIC,EAST COAST,245,540000
431108,1/23/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,490,1080000
431109,1/23/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,490,1080000
431110,1/23/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,171,378000
431111,1/23/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,245,540000
431112,1/23/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,490,1080000
431113,1/23/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,318,702000
431114,1/23/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,490,1080000
431115,1/23/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,490,1080000
431116,1/23/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,465,1026000
431117,1/23/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,245,540000
431118,1/23/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,269,594000
431119,1/23/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,245,540000
431120,1/23/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,416,918000
431121,1/23/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,122,270000
431122,1/23/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,465,1026000
431123,1/23/20,CORN,VENEZUELA,N. TEXAS,WEST GULF,10455,23048380
431124,1/23/20,SOYBEANS,CHINA T,S. ATLANTIC,EAST COAST,441,972000
431125,1/23/20,SOYBEANS,CHINA T,S. ATLANTIC,EAST COAST,465,1026000
431126,1/23/20,SOYBEANS,CHINA T,S. ATLANTIC,EAST COAST,416,918000
431127,1/23/20,SOYBEANS,MALAYSIA,S. ATLANTIC,EAST COAST,367,810000
431128,1/23/20,SOYBEANS,THAILAND,S. ATLANTIC,EAST COAST,490,1080000
431129,1/23/20,SOYBEANS,THAILAND,S. ATLANTIC,EAST COAST,490,1080000
431130,1/23/20,SOYBEANS,THAILAND,S. ATLANTIC,EAST COAST,73,162000
431131,1/23/20,SOYBEANS,MALAYSIA,S. ATLANTIC,EAST COAST,490,1080000
431132,1/23/20,SOYBEANS,MALAYSIA,S. ATLANTIC,EAST COAST,441,972000
431133,1/23/20,SOYBEANS,VIETNAM,S. ATLANTIC,EAST COAST,490,1080000
431134,1/23/20,SOYBEANS,VIETNAM,S. ATLANTIC,EAST COAST,490,1080000
431135,1/23/20,SOYBEANS,VIETNAM,S. ATLANTIC,EAST COAST,490,1080000
431136,1/23/20,SOYBEANS,THAILAND,S. ATLANTIC,EAST COAST,49,108000
431137,1/23/20,SOYBEANS,THAILAND,S. ATLANTIC,EAST COAST,490,1080000
431138,1/23/20,SOYBEANS,THAILAND,S. ATLANTIC,EAST COAST,490,1080000
431139,1/23/20,WHEAT,KOREA REP,COLUMBIA R.,WEST COAST,1023,2255306
431140,1/23/20,WHEAT,BURMA,PUGET SOUND,WEST COAST,490,1080000
431141,1/23/20,WHEAT,BURMA,PUGET SOUND,WEST COAST,318,702000
431142,1/23/20,SOYBEANS,CHINA T,S. ATLANTIC,EAST COAST,490,1080000
431143,1/23/20,SOYBEANS,CHINA T,S. ATLANTIC,EAST COAST,490,1080000
431144,1/23/20,SOYBEANS,CHINA T,S. ATLANTIC,EAST COAST,490,1080000
431145,1/30/20,WHEAT,MEXICO,INTERIOR,INTERIOR,2495,5500000
431146,1/30/20,SOYBEANS,NETHERLANDS,MISSISSIPPI R.,EAST GULF,69224,152613360
431147,1/30/20,CORN,CHINA T,INTERIOR,INTERIOR,24,54000
431148,1/30/20,CORN,CHINA T,INTERIOR,INTERIOR,24,54000
431149,1/30/20,CORN,CHINA T,INTERIOR,INTERIOR,24,54000
431150,1/30/20,CORN,CHINA T,INTERIOR,INTERIOR,24,54000
431151,1/30/20,WHEAT,YEMEN,COLUMBIA R.,WEST COAST,29500,65035700
431152,1/30/20,CORN,MEXICO,INTERIOR,INTERIOR,192,422400
431153,1/30/20,SORGHUM,MEXICO,INTERIOR,INTERIOR,24,52800
431154,1/30/20,CORN,MEXICO,INTERIOR,INTERIOR,192,422400
431155,1/30/20,SORGHUM,MEXICO,INTERIOR,INTERIOR,527,1161600
431156,1/30/20,CORN,MEXICO,INTERIOR,INTERIOR,48,105600
431157,1/30/20,CORN,MEXICO,INTERIOR,INTERIOR,48,105600
431158,1/30/20,SORGHUM,MEXICO,INTERIOR,INTERIOR,120,264000
431159,1/30/20,CORN,MEXICO,INTERIOR,INTERIOR,96,211200
431160,1/30/20,SORGHUM,MEXICO,INTERIOR,INTERIOR,359,792000
431161,1/30/20,SORGHUM,MEXICO,INTERIOR,INTERIOR,192,422400
431162,1/30/20,SORGHUM,MEXICO,INTERIOR,INTERIOR,72,158400
431163,1/30/20,SOYBEANS,VIETNAM,INTERIOR,INTERIOR,269,594000
431164,1/30/20,SOYBEANS,MALAYSIA,INTERIOR,INTERIOR,490,1080000
431165,1/30/20,SOYBEANS,THAILAND,INTERIOR,INTERIOR,24,54000
431166,1/30/20,SOYBEANS,SPAIN,MISSISSIPPI R.,EAST GULF,66759,147179124
431167,1/30/20,CORN,MEXICO,MISSISSIPPI R.,EAST GULF,26819,59124980
431168,1/30/20,CORN,JAPAN,MISSISSIPPI R.,EAST GULF,4338,9563300
431169,1/30/20,SOYBEANS,NEPAL,INTERIOR,INTERIOR,122,270000
431170,1/30/20,CORN,JAPAN,MISSISSIPPI R.,EAST GULF,2043,4504040
431171,1/30/20,CORN,JAPAN,MISSISSIPPI R.,EAST GULF,5110,11264660
431172,1/30/20,SOYBEANS,MALAYSIA,S. ATLANTIC,EAST COAST,392,864000
431173,1/30/20,CORN,JAPAN,MISSISSIPPI R.,EAST GULF,20255,44655100
431174,1/30/20,SOYBEANS,MALAYSIA,S. ATLANTIC,EAST COAST,367,810000
431175,1/30/20,SOYBEANS,NEPAL,INTERIOR,INTERIOR,441,972000
431176,1/30/20,CORN,JAPAN,MISSISSIPPI R.,EAST GULF,10763,23729300
431177,1/30/20,SOYBEANS,JAPAN,MISSISSIPPI R.,EAST GULF,8934,19696680
431178,1/30/20,SOYBEANS,THAILAND,INTERIOR,INTERIOR,98,216000
431179,1/30/20,SOYBEANS,MALAYSIA,INTERIOR,INTERIOR,490,1080000
431180,1/30/20,SOYBEANS,NEPAL,INTERIOR,INTERIOR,465,1026000
431181,1/30/20,CORN,HONDURAS,MISSISSIPPI R.,EAST GULF,12430,27402440
431182,1/30/20,SOYBEANS,THAILAND,S. ATLANTIC,EAST COAST,465,1026000
431183,1/30/20,SOYBEANS,THAILAND,S. ATLANTIC,EAST COAST,465,1026000
431184,1/30/20,SOYBEANS,MEXICO,INTERIOR,INTERIOR,10278,22660000
431185,1/30/20,SOYBEANS,MALAYSIA,INTERIOR,INTERIOR,171,378000
431186,1/30/20,SOYBEANS,PHILIPPINES,INTERIOR,INTERIOR,465,1026000
431187,1/30/20,SOYBEANS,MALAYSIA,S. ATLANTIC,EAST COAST,269,594000
431188,1/30/20,SOYBEANS,MALAYSIA,S. ATLANTIC,EAST COAST,220,486000
431189,1/30/20,CORN,MEXICO,N. TEXAS,WEST GULF,30840,67990980
431190,1/30/20,OATS,MEXICO,INTERIOR,INTERIOR,200,440000
431191,1/30/20,WHEAT,CANADA,INTERIOR,INTERIOR,399,880000
431192,1/30/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,490,1080000
431193,1/30/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,490,1080000
431194,1/30/20,SOYBEANS,MEXICO,INTERIOR,INTERIOR,11476,25300000
431195,1/30/20,CORN,CHINA T,INTERIOR,INTERIOR,98,216000
431196,1/30/20,CORN,CHINA T,INTERIOR,INTERIOR,465,1026000
431197,1/30/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,465,1026000
431198,1/30/20,CORN,CHINA T,INTERIOR,INTERIOR,465,1026000
431199,1/30/20,SOYBEANS,MALAYSIA,INTERIOR,INTERIOR,465,1026000
431200,1/30/20,SOYBEANS,MALAYSIA,INTERIOR,INTERIOR,465,1026000
431201,1/30/20,CORN,CHINA T,INTERIOR,INTERIOR,245,540000
431202,1/30/20,CORN,CHINA T,INTERIOR,INTERIOR,441,972000
431203,1/30/20,CORN,CHINA T,INTERIOR,INTERIOR,245,540000
431204,1/30/20,CORN,CHINA T,INTERIOR,INTERIOR,343,756000
431205,1/30/20,SOYBEANS,VIETNAM,INTERIOR,INTERIOR,465,1026000
431206,1/30/20,SOYBEANS,THAILAND,INTERIOR,INTERIOR,490,1080000
431207,1/30/20,SOYBEANS,THAILAND,INTERIOR,INTERIOR,490,1080000
431208,1/30/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,318,702000
431209,1/30/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,490,1080000
431210,1/30/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,490,1080000
431211,1/30/20,SOYBEANS,VIETNAM,INTERIOR,INTERIOR,147,324000
431212,1/30/20,WHEAT,MEXICO,INTERIOR,INTERIOR,11177,24640000
431213,1/30/20,WHEAT,MEXICO,INTERIOR,INTERIOR,399,880000
431214,1/30/20,CORN,MEXICO,INTERIOR,INTERIOR,299,660000
431215,1/30/20,SOYBEANS,COLOMBIA,MISSISSIPPI R.,EAST GULF,3200,7054720
431216,1/30/20,CORN,COLOMBIA,MISSISSIPPI R.,EAST GULF,7288,16067820
431217,1/30/20,SOYBEANS,NEPAL,INTERIOR,INTERIOR,490,1080000
431218,1/30/20,SOYBEANS,NEPAL,INTERIOR,INTERIOR,490,1080000
431219,1/30/20,CORN,GUATEMALA,MISSISSIPPI R.,EAST GULF,23048,50813220
431220,1/30/20,SOYBEANS,NEPAL,INTERIOR,INTERIOR,490,1080000
431221,1/30/20,CORN,MEXICO,MISSISSIPPI R.,EAST GULF,25527,56276470
431222,1/30/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,490,1080000
431223,1/30/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,24,54000
431224,1/30/20,CORN,MEXICO,MISSISSIPPI R.,EAST GULF,33768,74446360
431225,1/30/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,98,216000
431226,1/30/20,SOYBEANS,MEXICO,MISSISSIPPI R.,EAST GULF,17599,38798150
431227,1/30/20,SOYBEANS,VIETNAM,INTERIOR,INTERIOR,196,432000
431228,1/30/20,CORN,GUATEMALA,MISSISSIPPI R.,EAST GULF,37397,82446250
431229,1/30/20,SOYBEANS,COLOMBIA,MISSISSIPPI R.,EAST GULF,4949,10911620
431230,1/30/20,WHEAT,VENEZUELA,N. TEXAS,WEST GULF,22260,49074396
431231,1/30/20,SOYBEANS,SPAIN,MISSISSIPPI R.,EAST GULF,51752,114094020
431232,1/30/20,SOYBEANS,MALAYSIA,S. ATLANTIC,EAST COAST,465,1026000
431233,1/30/20,WHEAT,MALAYSIA,COLUMBIA R.,WEST COAST,10541,23238770
431234,1/30/20,WHEAT,MALAYSIA,COLUMBIA R.,WEST COAST,9888,21799430
431235,1/30/20,WHEAT,MALAYSIA,COLUMBIA R.,WEST COAST,12511,27583050
431236,1/30/20,WHEAT,MALAYSIA,COLUMBIA R.,WEST COAST,8111,17881690
431237,1/30/20,WHEAT,PHILIPPINES,COLUMBIA R.,WEST COAST,12485,27524350
431238,1/30/20,WHEAT,KOREA REP,COLUMBIA R.,WEST COAST,15465,34095580
431239,1/30/20,WHEAT,KOREA REP,COLUMBIA R.,WEST COAST,14267,31452240
431240,1/30/20,WHEAT,KOREA REP,COLUMBIA R.,WEST COAST,22243,49038500
431241,1/30/20,SOYBEANS,MALAYSIA,S. ATLANTIC,EAST COAST,490,1080000
431242,1/30/20,SOYBEANS,MALAYSIA,S. ATLANTIC,EAST COAST,490,1080000
431243,1/30/20,SOYBEANS,JAPAN,INTERIOR,INTERIOR,122,270000
431244,1/30/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,147,324000
431245,1/30/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,465,1026000
431246,1/30/20,CORN,CHINA T,INTERIOR,INTERIOR,122,270000
431247,1/30/20,CORN,CHINA T,INTERIOR,INTERIOR,367,810000
431248,1/30/20,CORN,CHINA T,INTERIOR,INTERIOR,294,648000
431249,1/30/20,CORN,COSTA RICA,MISSISSIPPI R.,EAST GULF,38047,83878680
431250,1/30/20,CORN,COLOMBIA,MISSISSIPPI R.,EAST GULF,30799,67900480
431251,1/30/20,SOYBEANS,CHINA T,MISSISSIPPI R.,EAST GULF,50745,111874340
431252,1/30/20,CORN,MEXICO,INTERIOR,INTERIOR,9779,21560000
431253,1/30/20,SOYBEANS,NEPAL,INTERIOR,INTERIOR,294,648000
431254,1/30/20,SOYBEANS,NEPAL,INTERIOR,INTERIOR,245,540000
431255,1/30/20,SOYBEANS,THAILAND,INTERIOR,INTERIOR,343,756000
431256,1/30/20,SOYBEANS,VIETNAM,INTERIOR,INTERIOR,196,432000
431257,1/30/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,245,540000
431258,1/30/20,SOYBEANS,THAILAND,INTERIOR,INTERIOR,171,378000
431259,1/30/20,SOYBEANS,VIETNAM,INTERIOR,INTERIOR,343,756000
431260,1/30/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,367,810000
431261,1/30/20,SOYBEANS,THAILAND,INTERIOR,INTERIOR,294,648000
431262,1/30/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,367,810000
431263,1/30/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,367,810000
431264,1/30/20,CORN,CHINA T,INTERIOR,INTERIOR,490,1080000
431265,1/30/20,CORN,CHINA T,INTERIOR,INTERIOR,245,540000
431266,1/30/20,CORN,HONG KONG,INTERIOR,INTERIOR,245,540000
431267,1/30/20,SOYBEANS,MALAYSIA,INTERIOR,INTERIOR,416,918000
431268,1/30/20,CORN,CHINA T,INTERIOR,INTERIOR,465,1026000
431269,1/30/20,SOYBEANS,MALAYSIA,INTERIOR,INTERIOR,490,1080000
431270,1/30/20,CORN,HONG KONG,INTERIOR,INTERIOR,196,432000
431271,1/30/20,SOYBEANS,VIETNAM,INTERIOR,INTERIOR,367,810000
431272,1/30/20,CORN,HONG KONG,INTERIOR,INTERIOR,245,540000
431273,1/30/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,343,756000
431274,1/30/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,122,270000
431275,1/30/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,196,432000
431276,1/30/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,490,1080000
431277,1/30/20,SOYBEANS,CHINA MAIN,PUGET SOUND,WEST COAST,68461,150929710
431278,1/30/20,WHEAT,JAPAN,COLUMBIA R.,WEST COAST,15440,34039300
431279,1/30/20,SOYBEANS,CHINA T,S. ATLANTIC,EAST COAST,490,1080000
431280,1/30/20,SOYBEANS,CHINA T,S. ATLANTIC,EAST COAST,416,918000
431281,1/30/20,SOYBEANS,THAILAND,S. ATLANTIC,EAST COAST,416,918000
431282,1/30/20,WHEAT,JAPAN,COLUMBIA R.,WEST COAST,19934,43946430
431283,1/30/20,SOYBEANS,THAILAND,S. ATLANTIC,EAST COAST,441,972000
431284,1/30/20,SOYBEANS,THAILAND,S. ATLANTIC,EAST COAST,416,918000
431285,1/30/20,WHEAT,JAPAN,COLUMBIA R.,WEST COAST,18143,39999050
431286,1/30/20,SOYBEANS,THAILAND,S. ATLANTIC,EAST COAST,441,972000
431287,1/30/20,SOYBEANS,MALAYSIA,S. ATLANTIC,EAST COAST,294,648000
431288,1/30/20,SOYBEANS,MALAYSIA,S. ATLANTIC,EAST COAST,343,756000
431289,1/30/20,SOYBEANS,CHINA T,S. ATLANTIC,EAST COAST,392,864000
431290,1/30/20,SOYBEANS,THAILAND,INTERIOR,INTERIOR,245,540000
431291,1/30/20,SOYBEANS,THAILAND,INTERIOR,INTERIOR,245,540000
431292,1/30/20,SOYBEANS,THAILAND,INTERIOR,INTERIOR,171,378000
431293,1/30/20,WHEAT,JAPAN,COLUMBIA R.,WEST COAST,14914,32880286
431294,1/30/20,SOYBEANS,CHINA MAIN,COLUMBIA R.,WEST COAST,67566,148957470
431295,1/30/20,SOYBEANS,THAILAND,INTERIOR,INTERIOR,294,648000
431296,1/30/20,SOYBEANS,THAILAND,S. ATLANTIC,EAST COAST,73,162000
431297,1/30/20,CORN,MEXICO,INTERIOR,INTERIOR,9480,20900000
431298,1/30/20,CORN,MEXICO,INTERIOR,INTERIOR,9879,21780000
431299,1/30/20,SOYBEANS,THAILAND,S. ATLANTIC,EAST COAST,490,1080000
431300,1/30/20,SOYBEANS,THAILAND,S. ATLANTIC,EAST COAST,490,1080000
431301,1/30/20,SOYBEANS,THAILAND,S. ATLANTIC,EAST COAST,245,540000
431302,1/30/20,CORN,MEXICO,INTERIOR,INTERIOR,1996,4400000
431303,1/30/20,SOYBEANS,THAILAND,S. ATLANTIC,EAST COAST,416,918000
431304,1/30/20,SOYBEANS,THAILAND,S. ATLANTIC,EAST COAST,367,810000
431305,1/30/20,SOYBEANS,THAILAND,N. ATLANTIC,EAST COAST,73,162000
431306,1/30/20,SOYBEANS,CHINA T,S. ATLANTIC,EAST COAST,294,648000
431307,1/30/20,OATS,MEXICO,INTERIOR,INTERIOR,200,440000
431308,1/30/20,SOYBEANS,CHINA T,S. ATLANTIC,EAST COAST,220,486000
431309,1/30/20,SOYBEANS,MALAYSIA,S. ATLANTIC,EAST COAST,490,1080000
431310,1/30/20,FLAXSEED,MEXICO,INTERIOR,INTERIOR,100,220000
431311,1/30/20,SOYBEANS,MALAYSIA,S. ATLANTIC,EAST COAST,490,1080000
431312,1/30/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,122,270000
431313,1/30/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,220,486000
431314,1/30/20,SOYBEANS,MALAYSIA,S. ATLANTIC,EAST COAST,245,540000
431315,1/30/20,SOYBEANS,MALAYSIA,S. ATLANTIC,EAST COAST,490,1080000
431316,1/30/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,122,270000
431317,1/30/20,SOYBEANS,MALAYSIA,S. ATLANTIC,EAST COAST,490,1080000
431318,1/30/20,SOYBEANS,MALAYSIA,S. ATLANTIC,EAST COAST,465,1026000
431319,1/30/20,SOYBEANS,MALAYSIA,S. ATLANTIC,EAST COAST,465,1026000
431320,1/30/20,SOYBEANS,CHINA T,S. ATLANTIC,EAST COAST,465,1026000
431321,1/30/20,CORN,MEXICO,INTERIOR,INTERIOR,9580,21120000
