Date,Week,Month,Year,Marketing Year,Country,Commodity,Commodity Type,Marketing Year Start or End,Unit,Weekly Exports CMY,Accumulated Exports CMY,Outstanding Sales CMY,Gross Sales CMY,Net Sales CMY,Total Commitments CMY,Outstanding Sales NMY,Net Sales NMY,Marketing Month,"Net Sales, Total","Outstanding Sales, Total"
1/23/20,3,1,2020,2019,PANAMA,Corn,,,Metric Tons,8341,188647,238600,0,8341,427247,0,0,5,8341,238600
1/23/20,3,1,2020,2019,PANAMA,Soybeans,,,Metric Tons,0,17201,17902,0,0,35103,0,0,5,0,17902
1/23/20,3,1,2020,2019,PANAMA,Wheat,Durum,,Metric Tons,0,6050,2000,0,0,8050,0,0,8,0,2000
1/23/20,3,1,2020,2019,PANAMA,Wheat,HRS,,Metric Tons,0,44132,24150,0,0,68282,0,0,8,0,24150
1/23/20,3,1,2020,2019,PANAMA,Wheat,HRW,,Metric Tons,0,17059,9550,0,0,26609,0,0,8,0,9550
1/23/20,3,1,2020,2019,PANAMA,Wheat,SRW,,Metric Tons,0,25274,12900,0,0,38174,0,0,8,0,12900
1/23/20,3,1,2020,2019,PERU,Corn,,,Metric Tons,0,14561,50000,50000,50000,64561,0,0,5,50000,50000
1/23/20,3,1,2020,2019,PERU,Soybeans,,,Metric Tons,0,118896,15000,0,0,133896,0,0,5,0,15000
1/23/20,3,1,2020,2019,PERU,Wheat,HRW,,Metric Tons,0,102584,0,0,0,102584,0,0,8,0,0
1/23/20,3,1,2020,2019,PERU,Wheat,SRW,,Metric Tons,20577,93791,38055,8292,8292,131846,5190,1000,8,9292,43245
1/23/20,3,1,2020,2019,PHILIPPINES,Corn,,,Metric Tons,0,3118,698,0,0,3816,0,0,5,0,698
1/23/20,3,1,2020,2019,PHILIPPINES,Soybeans,,,Metric Tons,1528,54612,20014,10500,10500,74626,0,0,5,10500,20014
1/23/20,3,1,2020,2019,PHILIPPINES,Wheat,HRS,,Metric Tons,0,1076898,427000,49000,49000,1503898,40000,0,8,49000,467000
1/23/20,3,1,2020,2019,PHILIPPINES,Wheat,HRW,,Metric Tons,0,26835,6000,0,0,32835,0,0,8,0,6000
1/23/20,3,1,2020,2019,PHILIPPINES,Wheat,White,,Metric Tons,0,796084,270000,0,0,1066084,10000,0,8,0,280000
1/23/20,3,1,2020,2019,PORTUGAL,Soybeans,,,Metric Tons,26500,355137,0,0,26500,355137,0,0,5,26500,0
1/23/20,3,1,2020,2019,QATAR,Corn,,,Metric Tons,0,5,3,0,0,8,0,0,5,0,3
1/23/20,3,1,2020,2019,SAUDI ARABIA,Corn,,,Metric Tons,0,145945,0,0,0,145945,0,0,5,0,0
1/23/20,3,1,2020,2019,SAUDI ARABIA,Soybeans,,,Metric Tons,71497,286262,40,6537,6537,286302,0,0,5,6537,40
1/23/20,3,1,2020,2019,SAUDI ARABIA,Wheat,HRW,,Metric Tons,0,53324,0,0,0,53324,0,0,8,0,0
1/23/20,3,1,2020,2019,SINGAPORE,Soybeans,,,Metric Tons,42,105,3209,0,0,3314,0,0,5,0,3209
1/23/20,3,1,2020,2019,SINGAPORE,Wheat,HRS,,Metric Tons,0,9900,6000,0,0,15900,0,0,8,0,6000
1/23/20,3,1,2020,2019,SINGAPORE,Wheat,White,,Metric Tons,0,31305,14000,0,0,45305,0,0,8,0,14000
1/23/20,3,1,2020,2019,"SOUTH AFRICA, REPUBLIC OF",Wheat,SRW,,Metric Tons,0,27321,0,0,0,27321,0,0,8,0,0
1/23/20,3,1,2020,2019,SPAIN,Soybeans,,,Metric Tons,71407,1081421,55000,6300,71407,1136421,0,0,5,71407,55000
1/23/20,3,1,2020,2019,SRI LANKA,Wheat,White,,Metric Tons,0,66625,65000,0,0,131625,0,0,8,0,65000
1/23/20,3,1,2020,2019,SURINAM,Corn,,,Metric Tons,0,2000,0,0,0,2000,0,0,5,0,0
1/23/20,3,1,2020,2019,TAIWAN,Corn,,,Metric Tons,21325,186694,173903,9350,74000,360597,0,0,5,74000,173903
1/23/20,3,1,2020,2019,TAIWAN,Soybeans,,,Metric Tons,53603,1070333,303287,6744,6293,1373620,0,0,5,6293,303287
1/23/20,3,1,2020,2019,TAIWAN,Wheat,HRS,,Metric Tons,0,432776,136500,0,0,569276,0,0,8,0,136500
1/23/20,3,1,2020,2019,TAIWAN,Wheat,HRW,,Metric Tons,0,266668,84575,0,0,351243,0,0,8,0,84575
1/23/20,3,1,2020,2019,TAIWAN,Wheat,SRW,,Metric Tons,0,6530,2997,0,0,9527,0,0,8,0,2997
1/23/20,3,1,2020,2019,TAIWAN,Wheat,White,,Metric Tons,0,102028,23375,0,0,125403,0,0,8,0,23375
1/23/20,3,1,2020,2019,THAILAND,Corn,,,Metric Tons,0,1000,0,0,0,1000,0,0,5,0,0
1/23/20,3,1,2020,2019,THAILAND,Soybeans,,,Metric Tons,17268,790710,216536,47142,45394,1007246,0,0,5,45394,216536
1/23/20,3,1,2020,2019,THAILAND,Wheat,HRS,,Metric Tons,18279,207877,98501,3779,3679,306378,0,0,8,3679,98501
1/23/20,3,1,2020,2019,THAILAND,Wheat,HRW,,Metric Tons,0,134445,72800,1000,1000,207245,0,0,8,1000,72800
1/23/20,3,1,2020,2019,THAILAND,Wheat,White,,Metric Tons,7920,163467,80100,1820,1820,243567,0,0,8,1820,80100
1/23/20,3,1,2020,2019,TRINIDAD AND TOBAGO,Corn,,,Metric Tons,0,45970,5400,0,0,51370,0,0,5,0,5400
1/23/20,3,1,2020,2019,TRINIDAD AND TOBAGO,Wheat,HRS,,Metric Tons,0,41951,3900,0,0,45851,0,0,8,0,3900
1/23/20,3,1,2020,2019,TRINIDAD AND TOBAGO,Wheat,SRW,,Metric Tons,0,30361,2800,0,0,33161,0,0,8,0,2800
1/23/20,3,1,2020,2019,TUNISIA,Soybeans,,,Metric Tons,0,220754,30000,0,0,250754,0,0,5,0,30000
1/23/20,3,1,2020,2019,TUNISIA,Wheat,Durum,,Metric Tons,0,31107,0,0,0,31107,0,0,8,0,0
1/23/20,3,1,2020,2019,UNITED ARAB EMIRATES,Wheat,White,,Metric Tons,0,2221,0,0,0,2221,0,0,8,0,0
1/23/20,3,1,2020,2019,UNITED KINGDOM,Corn,,,Metric Tons,19,235,134,0,0,369,0,0,5,0,134
1/23/20,3,1,2020,2019,UNITED KINGDOM,Soybeans,,,Metric Tons,0,173327,0,0,0,173327,0,0,5,0,0
1/23/20,3,1,2020,2019,UNITED KINGDOM,Wheat,HRS,,Metric Tons,0,25270,0,0,0,25270,0,0,8,0,0
1/23/20,3,1,2020,2019,UNKNOWN,Corn,,,Metric Tons,0,0,1687007,514428,344980,1687007,0,0,5,344980,1687007
1/23/20,3,1,2020,2019,UNKNOWN,Soybeans,,,Metric Tons,0,5,1749957,120700,-370500,1749962,245000,0,5,-370500,1994957
1/23/20,3,1,2020,2019,UNKNOWN,Wheat,Durum,,Metric Tons,0,0,103350,0,3100,103350,21000,0,8,3100,124350
1/23/20,3,1,2020,2019,UNKNOWN,Wheat,HRS,,Metric Tons,0,0,185250,32000,-88000,185250,14200,0,8,-88000,199450
1/23/20,3,1,2020,2019,UNKNOWN,Wheat,HRW,,Metric Tons,0,0,566500,121000,121000,566500,80900,0,8,121000,647400
1/23/20,3,1,2020,2019,UNKNOWN,Wheat,SRW,,Metric Tons,0,0,102500,0,-9500,102500,0,0,8,-9500,102500
1/23/20,3,1,2020,2019,UNKNOWN,Wheat,White,,Metric Tons,0,0,84500,26000,33700,84500,10900,0,8,33700,95400
1/23/20,3,1,2020,2019,VENEZUELA,Corn,,,Metric Tons,11000,33900,25000,6000,16000,58900,0,0,5,16000,25000
1/23/20,3,1,2020,2019,VENEZUELA,Soybeans,,,Metric Tons,5000,20000,0,0,5000,20000,0,0,5,5000,0
1/23/20,3,1,2020,2019,VENEZUELA,Wheat,Durum,,Metric Tons,0,6495,0,0,0,6495,0,0,8,0,0
1/23/20,3,1,2020,2019,VENEZUELA,Wheat,HRS,,Metric Tons,0,0,11500,0,0,11500,0,0,8,0,11500
1/23/20,3,1,2020,2019,VENEZUELA,Wheat,HRW,,Metric Tons,0,35615,28500,0,0,64115,0,0,8,0,28500
1/23/20,3,1,2020,2019,VIETNAM,Soybeans,,,Metric Tons,6373,545069,75607,4863,4844,620676,0,0,5,4844,75607
1/23/20,3,1,2020,2019,VIETNAM,Wheat,HRS,,Metric Tons,0,199706,0,0,0,199706,0,0,8,0,0
1/23/20,3,1,2020,2019,VIETNAM,Wheat,HRW,,Metric Tons,0,1100,25000,0,0,26100,0,0,8,0,25000
1/23/20,3,1,2020,2019,VIETNAM,Wheat,White,,Metric Tons,0,59138,0,0,0,59138,0,0,8,0,0
1/23/20,3,1,2020,2019,YEMEN,Wheat,White,,Metric Tons,0,235478,90000,40000,40000,325478,0,0,8,40000,90000
1/23/20,3,1,2020,2019,EUROPEAN UNION - 27,Soybeans,,,Metric Tons,142914,3267722,55021,15942,142914,3322743,0,0,5,142914,55021
1/23/20,3,1,2020,2019,NETHERLANDS,Soybeans,,,Metric Tons,0,708490,0,9135,0,708490,0,0,5,0,0
1/16/20,2,1,2020,2019,YEMEN,Wheat,White,,Metric Tons,0,235478,50000,0,0,285478,0,0,8,0,50000
1/16/20,2,1,2020,2019,ALGERIA,Soybeans,,,Metric Tons,0,0,30000,0,0,30000,0,0,5,0,30000
1/16/20,2,1,2020,2019,ALGERIA,Wheat,Durum,,Metric Tons,0,44552,0,0,0,44552,0,0,8,0,0
1/16/20,2,1,2020,2019,ALGERIA,Wheat,HRW,,Metric Tons,0,365161,0,0,0,365161,0,0,8,0,0
1/16/20,2,1,2020,2019,BANGLADESH,Soybeans,,,Metric Tons,165180,920967,135000,2687,55180,1055967,0,0,5,55180,135000
1/16/20,2,1,2020,2019,BANGLADESH,Wheat,HRS,,Metric Tons,56926,176681,35000,0,56926,211681,0,0,8,56926,35000
1/16/20,2,1,2020,2019,BANGLADESH,Wheat,HRW,,Metric Tons,0,0,55000,55000,55000,55000,0,0,8,55000,55000
1/16/20,2,1,2020,2019,BARBADOS,Corn,,,Metric Tons,0,8423,5500,0,0,13923,0,0,5,0,5500
1/16/20,2,1,2020,2019,BARBADOS,Soybeans,,,Metric Tons,0,6124,5500,0,0,11624,0,0,5,0,5500
1/16/20,2,1,2020,2019,BARBADOS,Wheat,Durum,,Metric Tons,0,0,3100,0,0,3100,0,0,8,0,3100
1/16/20,2,1,2020,2019,BARBADOS,Wheat,HRS,,Metric Tons,0,8096,1000,0,0,9096,0,0,8,0,1000
1/16/20,2,1,2020,2019,BARBADOS,Wheat,SRW,,Metric Tons,0,4101,0,0,0,4101,0,0,8,0,0
1/16/20,2,1,2020,2019,BARBADOS,Wheat,White,,Metric Tons,0,0,7700,0,0,7700,0,0,8,0,7700
1/16/20,2,1,2020,2019,BELGIUM-LUXEMBOURG,Wheat,Durum,,Metric Tons,0,40604,0,0,0,40604,0,0,8,0,0
1/16/20,2,1,2020,2019,BELIZE,Wheat,HRS,,Metric Tons,0,4351,4500,0,0,8851,0,0,8,0,4500
1/16/20,2,1,2020,2019,BRAZIL,Wheat,HRW,,Metric Tons,0,320435,0,0,0,320435,0,0,8,0,0
1/16/20,2,1,2020,2019,BRAZIL,Wheat,SRW,,Metric Tons,0,65525,0,0,0,65525,0,0,8,0,0
1/16/20,2,1,2020,2019,BURMA,Soybeans,,,Metric Tons,0,4839,7,0,0,4846,0,0,5,0,7
1/16/20,2,1,2020,2019,BURMA,Wheat,HRS,,Metric Tons,0,21603,18000,15000,15000,39603,0,0,8,15000,18000
1/16/20,2,1,2020,2019,BURMA,Wheat,HRW,,Metric Tons,0,750,0,0,0,750,0,0,8,0,0
1/16/20,2,1,2020,2019,BURMA,Wheat,SRW,,Metric Tons,0,5527,3965,1000,1000,9492,0,0,8,1000,3965
1/16/20,2,1,2020,2019,BURMA,Wheat,White,,Metric Tons,0,3854,12010,10000,10000,15864,0,0,8,10000,12010
1/16/20,2,1,2020,2019,CAMBODIA,Soybeans,,,Metric Tons,0,954,0,0,0,954,0,0,5,0,0
1/16/20,2,1,2020,2019,CAMBODIA,Wheat,SRW,,Metric Tons,0,1307,0,0,0,1307,0,0,8,0,0
1/16/20,2,1,2020,2019,CANADA,Corn,,,Metric Tons,21238,227004,343534,29863,29336,570538,37721,0,5,29336,381255
1/16/20,2,1,2020,2019,CANADA,Soybeans,,,Metric Tons,977,30272,5876,136,136,36148,0,0,5,136,5876
1/16/20,2,1,2020,2019,CANADA,Wheat,HRW,,Metric Tons,0,11051,107,0,0,11158,0,0,8,0,107
1/16/20,2,1,2020,2019,CANADA,Wheat,SRW,,Metric Tons,0,32382,30394,0,0,62776,0,0,8,0,30394
1/16/20,2,1,2020,2019,CANADA,Wheat,White,,Metric Tons,193,5743,1725,0,0,7468,0,0,8,0,1725
1/16/20,2,1,2020,2019,CHILE,Wheat,HRW,,Metric Tons,0,184644,14000,0,0,198644,0,0,8,0,14000
1/16/20,2,1,2020,2019,CHILE,Wheat,SRW,,Metric Tons,0,88990,0,0,0,88990,0,0,8,0,0
1/16/20,2,1,2020,2019,CHILE,Wheat,White,,Metric Tons,0,43501,0,0,0,43501,0,0,8,0,0
1/16/20,2,1,2020,2019,"CHINA, PEOPLES REPUBLIC OF",Corn,,,Metric Tons,0,59820,210,0,0,60030,0,0,5,0,210
1/16/20,2,1,2020,2019,"CHINA, PEOPLES REPUBLIC OF",Soybeans,,,Metric Tons,447677,10286242,1328000,327177,225882,11614242,0,0,5,225882,1328000
1/16/20,2,1,2020,2019,"CHINA, PEOPLES REPUBLIC OF",Wheat,HRS,,Metric Tons,0,63001,0,0,0,63001,0,0,8,0,0
1/16/20,2,1,2020,2019,"CHINA, PEOPLES REPUBLIC OF",Wheat,White,,Metric Tons,0,131062,0,0,0,131062,0,0,8,0,0
1/16/20,2,1,2020,2019,COLOMBIA,Corn,,,Metric Tons,120488,1320766,491850,63054,154488,1812616,0,0,5,154488,491850
1/16/20,2,1,2020,2019,COLOMBIA,Soybeans,,,Metric Tons,0,219785,20950,2000,2000,240735,0,0,5,2000,20950
1/16/20,2,1,2020,2019,COLOMBIA,Wheat,HRS,,Metric Tons,0,22,0,0,0,22,0,0,8,0,0
1/16/20,2,1,2020,2019,COLOMBIA,Wheat,HRW,,Metric Tons,7015,286627,12000,3000,2515,298627,0,0,8,2515,12000
1/16/20,2,1,2020,2019,COLOMBIA,Wheat,SRW,,Metric Tons,6271,212129,52000,12771,12771,264129,0,0,8,12771,52000
1/16/20,2,1,2020,2019,COSTA RICA,Corn,,,Metric Tons,0,276064,225559,7000,7000,501623,0,0,5,7000,225559
1/16/20,2,1,2020,2019,COSTA RICA,Soybeans,,,Metric Tons,0,104080,60000,0,0,164080,0,0,5,0,60000
1/16/20,2,1,2020,2019,COSTA RICA,Wheat,HRW,,Metric Tons,0,14689,0,0,0,14689,0,0,8,0,0
1/16/20,2,1,2020,2019,COSTA RICA,Wheat,SRW,,Metric Tons,0,43652,20500,0,0,64152,0,0,8,0,20500
1/16/20,2,1,2020,2019,COSTA RICA,Wheat,White,,Metric Tons,0,45,0,0,0,45,0,0,8,0,0
1/16/20,2,1,2020,2019,DOMINICAN REPUBLIC,Corn,,,Metric Tons,6720,35318,63587,0,0,98905,0,0,5,0,63587
1/16/20,2,1,2020,2019,DOMINICAN REPUBLIC,Soybeans,,,Metric Tons,0,11094,0,0,0,11094,0,0,5,0,0
1/16/20,2,1,2020,2019,DOMINICAN REPUBLIC,Wheat,HRS,,Metric Tons,4016,5766,8900,5016,5016,14666,0,0,8,5016,8900
1/16/20,2,1,2020,2019,DOMINICAN REPUBLIC,Wheat,HRW,,Metric Tons,31294,111590,26100,10294,10294,137690,0,0,8,10294,26100
1/16/20,2,1,2020,2019,DOMINICAN REPUBLIC,Wheat,SRW,,Metric Tons,4245,85654,22455,5000,5000,108109,0,0,8,5000,22455
1/16/20,2,1,2020,2019,ECUADOR,Corn,,,Metric Tons,0,0,18400,0,0,18400,0,0,5,0,18400
1/16/20,2,1,2020,2019,ECUADOR,Wheat,HRW,,Metric Tons,0,133339,0,0,0,133339,0,0,8,0,0
1/16/20,2,1,2020,2019,ECUADOR,Wheat,SRW,,Metric Tons,0,77342,400,0,0,77742,0,0,8,0,400
1/16/20,2,1,2020,2019,EGYPT,Soybeans,,,Metric Tons,67523,1253420,293000,122523,187523,1546420,0,0,5,187523,293000
1/16/20,2,1,2020,2019,EGYPT,Wheat,HRS,,Metric Tons,0,101200,0,0,0,101200,0,0,8,0,0
1/16/20,2,1,2020,2019,EL SALVADOR,Corn,,,Metric Tons,0,72019,285442,34088,34088,357461,0,0,5,34088,285442
1/16/20,2,1,2020,2019,EL SALVADOR,Soybeans,,,Metric Tons,0,19,0,0,0,19,0,0,5,0,0
1/16/20,2,1,2020,2019,EL SALVADOR,Wheat,HRS,,Metric Tons,0,72110,5000,0,0,77110,0,0,8,0,5000
1/16/20,2,1,2020,2019,EL SALVADOR,Wheat,HRW,,Metric Tons,5600,81132,5500,0,5600,86632,0,0,8,5600,5500
1/16/20,2,1,2020,2019,EL SALVADOR,Wheat,SRW,,Metric Tons,0,2358,0,0,0,2358,0,0,8,0,0
1/16/20,2,1,2020,2019,EL SALVADOR,Wheat,White,,Metric Tons,4150,42179,2200,0,4150,44379,0,0,8,4150,2200
1/16/20,2,1,2020,2019,ETHIOPIA,Wheat,Durum,,Metric Tons,0,19650,0,0,0,19650,0,0,8,0,0
1/16/20,2,1,2020,2019,EUROPEAN UNION - 27,Corn,,,Metric Tons,19,216,153,0,0,369,0,0,5,0,153
1/16/20,2,1,2020,2019,EUROPEAN UNION - 27,Soybeans,,,Metric Tons,69377,3124808,55021,69377,69377,3179829,0,0,5,69377,55021
1/16/20,2,1,2020,2019,EUROPEAN UNION - 27,Wheat,Durum,,Metric Tons,0,462608,85000,0,25000,547608,40000,0,8,25000,125000
1/16/20,2,1,2020,2019,EUROPEAN UNION - 27,Wheat,HRS,,Metric Tons,0,226517,0,0,0,226517,0,0,8,0,0
1/16/20,2,1,2020,2019,EUROPEAN UNION - 27,Wheat,White,,Metric Tons,0,100,0,0,0,100,0,0,8,0,0
1/16/20,2,1,2020,2019,FINLAND,Wheat,White,,Metric Tons,0,100,0,0,0,100,0,0,8,0,0
1/16/20,2,1,2020,2019,FRANCE,Soybeans,,,Metric Tons,0,38596,0,0,0,38596,0,0,5,0,0
1/16/20,2,1,2020,2019,FRENCH WEST INDIES,Corn,,,Metric Tons,0,0,16800,4200,4200,16800,0,0,5,4200,16800
1/16/20,2,1,2020,2019,GERMANY,Soybeans,,,Metric Tons,69377,716740,0,69377,69377,716740,0,0,5,69377,0
1/16/20,2,1,2020,2019,GHANA,Wheat,HRW,,Metric Tons,0,18628,0,0,0,18628,0,0,8,0,0
1/16/20,2,1,2020,2019,GUATEMALA,Corn,,,Metric Tons,0,230147,425567,75770,73206,655714,0,0,5,73206,425567
1/16/20,2,1,2020,2019,GUATEMALA,Wheat,HRS,,Metric Tons,0,83905,38000,38000,38000,121905,0,0,8,38000,38000
1/16/20,2,1,2020,2019,GUATEMALA,Wheat,HRW,,Metric Tons,26421,191506,74300,39121,33521,265806,0,0,8,33521,74300
1/16/20,2,1,2020,2019,GUATEMALA,Wheat,SRW,,Metric Tons,0,15379,3000,0,0,18379,0,0,8,0,3000
1/16/20,2,1,2020,2019,GUATEMALA,Wheat,White,,Metric Tons,12130,87974,37700,21180,17030,125674,0,0,8,17030,37700
1/16/20,2,1,2020,2019,GUYANA,Corn,,,Metric Tons,0,16619,0,0,0,16619,0,0,5,0,0
1/16/20,2,1,2020,2019,GUYANA,Wheat,HRS,,Metric Tons,0,14919,0,0,0,14919,0,0,8,0,0
1/16/20,2,1,2020,2019,GUYANA,Wheat,HRW,,Metric Tons,0,4990,0,0,0,4990,0,0,8,0,0
1/16/20,2,1,2020,2019,GUYANA,Wheat,SRW,,Metric Tons,0,350,0,0,0,350,0,0,8,0,0
1/16/20,2,1,2020,2019,HAITI,Corn,,,Metric Tons,0,10950,0,0,0,10950,0,0,5,0,0
1/16/20,2,1,2020,2019,HAITI,Wheat,HRS,,Metric Tons,0,3780,0,0,0,3780,0,0,8,0,0
1/16/20,2,1,2020,2019,HAITI,Wheat,HRW,,Metric Tons,0,89599,0,0,0,89599,0,0,8,0,0
1/16/20,2,1,2020,2019,HONDURAS,Corn,,,Metric Tons,0,288036,125385,2894,1258,413421,0,0,5,1258,125385
1/16/20,2,1,2020,2019,HONDURAS,Soybeans,,,Metric Tons,1200,5375,2920,0,0,8295,0,0,5,0,2920
1/16/20,2,1,2020,2019,HONDURAS,Wheat,HRS,,Metric Tons,0,67613,16200,0,0,83813,0,0,8,0,16200
1/16/20,2,1,2020,2019,HONDURAS,Wheat,HRW,,Metric Tons,0,58496,44274,5900,5900,102770,0,0,8,5900,44274
1/16/20,2,1,2020,2019,HONDURAS,Wheat,SRW,,Metric Tons,0,64796,8000,0,0,72796,0,0,8,0,8000
1/16/20,2,1,2020,2019,HONG KONG,Corn,,,Metric Tons,140,12621,3110,1000,113,15731,0,0,5,113,3110
1/16/20,2,1,2020,2019,HONG KONG,Soybeans,,,Metric Tons,21,167,1298,21,21,1465,0,0,5,21,1298
1/16/20,2,1,2020,2019,HONG KONG,Wheat,White,,Metric Tons,0,2911,810,0,0,3721,0,0,8,0,810
1/16/20,2,1,2020,2019,INDONESIA,Corn,,,Metric Tons,0,18,0,0,0,18,0,0,5,0,0
1/16/20,2,1,2020,2019,INDONESIA,Soybeans,,,Metric Tons,25278,781289,236004,17392,17253,1017293,0,0,5,17253,236004
1/16/20,2,1,2020,2019,INDONESIA,Wheat,HRS,,Metric Tons,12913,73596,53000,913,913,126596,0,0,8,913,53000
1/16/20,2,1,2020,2019,INDONESIA,Wheat,HRW,,Metric Tons,47606,210370,40000,3606,3606,250370,0,0,8,3606,40000
1/16/20,2,1,2020,2019,INDONESIA,Wheat,SRW,,Metric Tons,0,2090,0,0,0,2090,0,0,8,0,0
1/16/20,2,1,2020,2019,INDONESIA,Wheat,White,,Metric Tons,54713,293085,72000,1,-1287,365085,0,0,8,-1287,72000
1/16/20,2,1,2020,2019,IRAQ,Wheat,HRS,,Metric Tons,0,52166,0,0,0,52166,0,0,8,0,0
1/16/20,2,1,2020,2019,IRAQ,Wheat,HRW,,Metric Tons,0,210000,0,0,0,210000,0,0,8,0,0
1/16/20,2,1,2020,2019,ISRAEL,Corn,,,Metric Tons,0,8879,0,0,0,8879,0,0,5,0,0
1/16/20,2,1,2020,2019,ISRAEL,Soybeans,,,Metric Tons,0,63415,0,0,0,63415,0,0,5,0,0
1/16/20,2,1,2020,2019,ISRAEL,Wheat,HRW,,Metric Tons,0,0,100,0,0,100,0,0,8,0,100
1/16/20,2,1,2020,2019,ISRAEL,Wheat,White,,Metric Tons,0,0,100,0,0,100,0,0,8,0,100
1/16/20,2,1,2020,2019,ITALY,Soybeans,,,Metric Tons,0,149004,21,0,0,149025,0,0,5,0,21
1/16/20,2,1,2020,2019,ITALY,Wheat,Durum,,Metric Tons,0,422004,85000,0,25000,507004,40000,0,8,25000,125000
1/16/20,2,1,2020,2019,ITALY,Wheat,HRS,,Metric Tons,0,201247,0,0,0,201247,0,0,8,0,0
1/16/20,2,1,2020,2019,JAMAICA,Corn,,,Metric Tons,7100,91497,112400,200,200,203897,0,0,5,200,112400
1/16/20,2,1,2020,2019,JAMAICA,Wheat,HRS,,Metric Tons,2643,63372,21357,0,0,84729,0,0,8,0,21357
1/16/20,2,1,2020,2019,JAMAICA,Wheat,HRW,,Metric Tons,2500,5500,2000,500,500,7500,0,0,8,500,2000
1/16/20,2,1,2020,2019,JAMAICA,Wheat,SRW,,Metric Tons,6152,51476,8348,0,0,59824,0,0,8,0,8348
1/16/20,2,1,2020,2019,JAPAN,Corn,,,Metric Tons,66225,1723411,1884002,374875,372605,3607413,216995,0,5,372605,2100997
1/16/20,2,1,2020,2019,JAPAN,Soybeans,,,Metric Tons,40250,855184,495551,20099,55944,1350735,59265,743,5,56687,554816
1/16/20,2,1,2020,2019,JAPAN,Wheat,Durum,,Metric Tons,0,4770,0,0,0,4770,0,0,8,0,0
1/16/20,2,1,2020,2019,JAPAN,Wheat,HRS,,Metric Tons,31672,558603,143834,25557,25557,702437,0,0,8,25557,143834
1/16/20,2,1,2020,2019,JAPAN,Wheat,HRW,,Metric Tons,5250,534642,175640,32845,32845,710282,0,0,8,32845,175640
1/16/20,2,1,2020,2019,JAPAN,Wheat,SRW,,Metric Tons,0,21397,0,0,0,21397,0,0,8,0,0
1/16/20,2,1,2020,2019,JAPAN,Wheat,White,,Metric Tons,0,429470,174142,37750,37750,603612,0,0,8,37750,174142
1/16/20,2,1,2020,2019,JORDAN,Corn,,,Metric Tons,0,20,0,0,0,20,0,0,5,0,0
1/16/20,2,1,2020,2019,JORDAN,Soybeans,,,Metric Tons,0,1011,0,0,0,1011,0,0,5,0,0
1/16/20,2,1,2020,2019,"KOREA, REPUBLIC OF",Corn,,,Metric Tons,902,9284,69602,1553,1547,78886,0,0,5,1547,69602
1/16/20,2,1,2020,2019,"KOREA, REPUBLIC OF",Soybeans,,,Metric Tons,1917,418786,41726,0,0,460512,0,0,5,0,41726
1/16/20,2,1,2020,2019,"KOREA, REPUBLIC OF",Wheat,Durum,,Metric Tons,0,40,0,0,0,40,0,0,8,0,0
1/16/20,2,1,2020,2019,"KOREA, REPUBLIC OF",Wheat,HRS,,Metric Tons,0,295207,81100,4570,4570,376307,0,0,8,4570,81100
1/16/20,2,1,2020,2019,"KOREA, REPUBLIC OF",Wheat,HRW,,Metric Tons,0,177504,78699,6650,6650,256203,0,0,8,6650,78699
1/16/20,2,1,2020,2019,"KOREA, REPUBLIC OF",Wheat,SRW,,Metric Tons,290,1358,2110,0,0,3468,0,0,8,0,2110
1/16/20,2,1,2020,2019,"KOREA, REPUBLIC OF",Wheat,White,,Metric Tons,250,336662,150784,60000,60000,487446,0,0,8,60000,150784
1/16/20,2,1,2020,2019,LEBANON,Soybeans,,,Metric Tons,0,29655,0,0,0,29655,0,0,5,0,0
1/16/20,2,1,2020,2019,LEEWARD-WINDWARD ISLANDS,Corn,,,Metric Tons,1800,6735,6400,0,0,13135,0,0,5,0,6400
1/16/20,2,1,2020,2019,LEEWARD-WINDWARD ISLANDS,Wheat,HRS,,Metric Tons,5050,21244,11000,300,300,32244,4750,0,8,300,15750
1/16/20,2,1,2020,2019,LEEWARD-WINDWARD ISLANDS,Wheat,SRW,,Metric Tons,0,900,0,0,0,900,0,0,8,0,0
1/16/20,2,1,2020,2019,LIBYA,Wheat,Durum,,Metric Tons,0,20800,0,0,0,20800,0,0,8,0,0
1/16/20,2,1,2020,2019,MALAYSIA,Corn,,,Metric Tons,580,4643,993,0,0,5636,0,0,5,0,993
1/16/20,2,1,2020,2019,MALAYSIA,Soybeans,,,Metric Tons,9511,222354,85159,18312,17952,307513,0,0,5,17952,85159
1/16/20,2,1,2020,2019,MALAYSIA,Wheat,HRS,,Metric Tons,0,102773,12500,0,0,115273,0,0,8,0,12500
1/16/20,2,1,2020,2019,MALAYSIA,Wheat,HRW,,Metric Tons,0,52876,0,0,0,52876,0,0,8,0,0
1/16/20,2,1,2020,2019,MALAYSIA,Wheat,SRW,,Metric Tons,0,804,500,500,500,1304,0,0,8,500,500
1/16/20,2,1,2020,2019,MALAYSIA,Wheat,White,,Metric Tons,0,29190,500,0,0,29690,0,0,8,0,500
1/16/20,2,1,2020,2019,MEXICO,Corn,,,Metric Tons,161170,4791377,4539549,304559,269938,9330926,767902,0,5,269938,5307451
1/16/20,2,1,2020,2019,MEXICO,Soybeans,,,Metric Tons,91749,1919297,1265236,172879,218911,3184533,0,0,5,218911,1265236
